meals,speed,acuity,Rate
319,0.13,0.09,300.0
360,0.14,0.09,300.0
363,0.15,0.09,300.0
392,0.16,0.09,300.0
419,0.17,0.09,300.0
392,0.18,0.09,300.0
454,0.19,0.09,300.0
0,0.0,0.1,300.0
27,0.01,0.1,300.0
50,0.02,0.1,300.0
82,0.03,0.1,300.0
100,0.04,0.1,300.0
137,0.05,0.1,300.0
152,0.06,0.1,300.0
178,0.07,0.1,300.0
202,0.08,0.1,300.0
247,0.09,0.1,300.0
246,0.1,0.1,300.0
280,0.11,0.1,300.0
277,0.12,0.1,300.0
334,0.13,0.1,300.0
334,0.14,0.1,300.0
372,0.15,0.1,300.0
408,0.16,0.1,300.0
432,0.17,0.1,300.0
404,0.18,0.1,300.0
466,0.19,0.1,300.0
0,0.0,0.11,300.0
26,0.01,0.11,300.0
53,0.02,0.11,300.0
78,0.03,0.11,300.0
102,0.04,0.11,300.0
128,0.05,0.11,300.0
166,0.06,0.11,300.0
187,0.07,0.11,300.0
201,0.08,0.11,300.0
219,0.09,0.11,300.0
263,0.1,0.11,300.0
279,0.11,0.11,300.0
299,0.12,0.11,300.0
343,0.13,0.11,300.0
343,0.14,0.11,300.0
375,0.15,0.11,300.0
392,0.16,0.11,300.0
418,0.17,0.11,300.0
432,0.18,0.11,300.0
437,0.19,0.11,300.0
0,0.0,0.12,300.0
27,0.01,0.12,300.0
57,0.02,0.12,300.0
83,0.03,0.12,300.0
99,0.04,0.12,300.0
131,0.05,0.12,300.0
147,0.06,0.12,300.0
191,0.07,0.12,300.0
205,0.08,0.12,300.0
232,0.09,0.12,300.0
268,0.1,0.12,300.0
290,0.11,0.12,300.0
296,0.12,0.12,300.0
327,0.13,0.12,300.0
337,0.14,0.12,300.0
388,0.15,0.12,300.0
404,0.16,0.12,300.0
419,0.17,0.12,300.0
437,0.18,0.12,300.0
450,0.19,0.12,300.0
0,0.0,0.13,300.0
28,0.01,0.13,300.0
56,0.02,0.13,300.0
77,0.03,0.13,300.0
107,0.04,0.13,300.0
138,0.05,0.13,300.0
152,0.06,0.13,300.0
189,0.07,0.13,300.0
212,0.08,0.13,300.0
222,0.09,0.13,300.0
250,0.1,0.13,300.0
270,0.11,0.13,300.0
300,0.12,0.13,300.0
339,0.13,0.13,300.0
345,0.14,0.13,300.0
360,0.15,0.13,300.0
397,0.16,0.13,300.0
419,0.17,0.13,300.0
435,0.18,0.13,300.0
462,0.19,0.13,300.0
0,0.0,0.14,300.0
31,0.01,0.14,300.0
54,0.02,0.14,300.0
81,0.03,0.14,300.0
96,0.04,0.14,300.0
131,0.05,0.14,300.0
156,0.06,0.14,300.0
186,0.07,0.14,300.0
213,0.08,0.14,300.0
229,0.09,0.14,300.0
258,0.1,0.14,300.0
278,0.11,0.14,300.0
308,0.12,0.14,300.0
319,0.13,0.14,300.0
350,0.14,0.14,300.0
348,0.15,0.14,300.0
408,0.16,0.14,300.0
417,0.17,0.14,300.0
434,0.18,0.14,300.0
458,0.19,0.14,300.0
0,0.0,0.15,300.0
27,0.01,0.15,300.0
59,0.02,0.15,300.0
87,0.03,0.15,300.0
104,0.04,0.15,300.0
138,0.05,0.15,300.0
173,0.06,0.15,300.0
174,0.07,0.15,300.0
197,0.08,0.15,300.0
227,0.09,0.15,300.0
249,0.1,0.15,300.0
262,0.11,0.15,300.0
329,0.12,0.15,300.0
332,0.13,0.15,300.0
337,0.14,0.15,300.0
385,0.15,0.15,300.0
398,0.16,0.15,300.0
423,0.17,0.15,300.0
427,0.18,0.15,300.0
466,0.19,0.15,300.0
0,0.0,0.16,300.0
31,0.01,0.16,300.0
57,0.02,0.16,300.0
82,0.03,0.16,300.0
106,0.04,0.16,300.0
131,0.05,0.16,300.0
159,0.06,0.16,300.0
188,0.07,0.16,300.0
207,0.08,0.16,300.0
246,0.09,0.16,300.0
240,0.1,0.16,300.0
288,0.11,0.16,300.0
315,0.12,0.16,300.0
332,0.13,0.16,300.0
347,0.14,0.16,300.0
393,0.15,0.16,300.0
398,0.16,0.16,300.0
401,0.17,0.16,300.0
435,0.18,0.16,300.0
454,0.19,0.16,300.0
0,0.0,0.17,300.0
26,0.01,0.17,300.0
52,0.02,0.17,300.0
74,0.03,0.17,300.0
107,0.04,0.17,300.0
126,0.05,0.17,300.0
170,0.06,0.17,300.0
186,0.07,0.17,300.0
197,0.08,0.17,300.0
232,0.09,0.17,300.0
242,0.1,0.17,300.0
289,0.11,0.17,300.0
313,0.12,0.17,300.0
329,0.13,0.17,300.0
342,0.14,0.17,300.0
355,0.15,0.17,300.0
401,0.16,0.17,300.0
425,0.17,0.17,300.0
439,0.18,0.17,300.0
469,0.19,0.17,300.0
0,0.0,0.18,300.0
29,0.01,0.18,300.0
50,0.02,0.18,300.0
75,0.03,0.18,300.0
101,0.04,0.18,300.0
136,0.05,0.18,300.0
162,0.06,0.18,300.0
184,0.07,0.18,300.0
202,0.08,0.18,300.0
237,0.09,0.18,300.0
249,0.1,0.18,300.0
295,0.11,0.18,300.0
297,0.12,0.18,300.0
320,0.13,0.18,300.0
345,0.14,0.18,300.0
361,0.15,0.18,300.0
397,0.16,0.18,300.0
405,0.17,0.18,300.0
443,0.18,0.18,300.0
460,0.19,0.18,300.0
0,0.0,0.19,300.0
29,0.01,0.19,300.0
51,0.02,0.19,300.0
82,0.03,0.19,300.0
108,0.04,0.19,300.0
120,0.05,0.19,300.0
158,0.06,0.19,300.0
176,0.07,0.19,300.0
210,0.08,0.19,300.0
224,0.09,0.19,300.0
268,0.1,0.19,300.0
281,0.11,0.19,300.0
305,0.12,0.19,300.0
312,0.13,0.19,300.0
346,0.14,0.19,300.0
369,0.15,0.19,300.0
406,0.16,0.19,300.0
417,0.17,0.19,300.0
419,0.18,0.19,300.0
458,0.19,0.19,300.0
